DealNumber,CustomerName,DealershipName,Vehicle,Price,Date
6901,Anwar Hoffman,"Legowart Kingorty, Ltd.",2271 Jeep Grand Cherokee Trackhawk,"-28,868,250",5/11/2018
6902,Ronnie Griffiths,Cheruharrison Auto,2271 Nissan GT-R Premium,"-28,896,948",4/8/2018
6903,Storm William,Mythicgarcia Dealership LTDA,2272 Mercedes-Benz S-Class Cabriolet,"-28,925,647",3/22/2018
6904,Aroush Knapp,Maxwell & Junior,2270 Porsche 911 2dr Cpe GT3 RS,"-28,954,346",6/7/2018
6905,Anwar Hoffman,"Legowart Kingorty, Ltd.",2272 Jeep Grand Cherokee Trackhawk,"-28,983,045",5/11/2018
6906,Ronnie Griffiths,Cheruharrison Auto,2272 Nissan GT-R Premium,"-29,011,744",4/8/2018
6907,Storm William,Mythicgarcia Dealership LTDA,2273 Mercedes-Benz S-Class Cabriolet,"-29,040,443",3/22/2018
6908,Aroush Knapp,Maxwell & Junior,2271 Porsche 911 2dr Cpe GT3 RS,"-29,069,142",6/7/2018
6909,Anwar Hoffman,"Legowart Kingorty, Ltd.",2273 Jeep Grand Cherokee Trackhawk,"-29,097,841",5/11/2018
6910,Ronnie Griffiths,Cheruharrison Auto,2273 Nissan GT-R Premium,"-29,126,540",4/8/2018
6911,Storm William,Mythicgarcia Dealership LTDA,2274 Mercedes-Benz S-Class Cabriolet,"-29,155,239",3/22/2018
6912,Aroush Knapp,Maxwell & Junior,2272 Porsche 911 2dr Cpe GT3 RS,"-29,183,937",6/7/2018
6913,Anwar Hoffman,"Legowart Kingorty, Ltd.",2274 Jeep Grand Cherokee Trackhawk,"-29,212,636",5/11/2018
6914,Ronnie Griffiths,Cheruharrison Auto,2274 Nissan GT-R Premium,"-29,241,335",4/8/2018
6915,Storm William,Mythicgarcia Dealership LTDA,2275 Mercedes-Benz S-Class Cabriolet,"-29,270,034",3/22/2018
6916,Aroush Knapp,Maxwell & Junior,2273 Porsche 911 2dr Cpe GT3 RS,"-29,298,733",6/7/2018
6917,Anwar Hoffman,"Legowart Kingorty, Ltd.",2275 Jeep Grand Cherokee Trackhawk,"-29,327,432",5/11/2018
6918,Ronnie Griffiths,Cheruharrison Auto,2275 Nissan GT-R Premium,"-29,356,131",4/8/2018
6919,Storm William,Mythicgarcia Dealership LTDA,2276 Mercedes-Benz S-Class Cabriolet,"-29,384,830",3/22/2018
6920,Aroush Knapp,Maxwell & Junior,2274 Porsche 911 2dr Cpe GT3 RS,"-29,413,529",6/7/2018
6921,Anwar Hoffman,"Legowart Kingorty, Ltd.",2276 Jeep Grand Cherokee Trackhawk,"-29,442,228",5/11/2018
6922,Ronnie Griffiths,Cheruharrison Auto,2276 Nissan GT-R Premium,"-29,470,926",4/8/2018
6923,Storm William,Mythicgarcia Dealership LTDA,2277 Mercedes-Benz S-Class Cabriolet,"-29,499,625",3/22/2018
6924,Aroush Knapp,Maxwell & Junior,2275 Porsche 911 2dr Cpe GT3 RS,"-29,528,324",6/7/2018
6925,Anwar Hoffman,"Legowart Kingorty, Ltd.",2277 Jeep Grand Cherokee Trackhawk,"-29,557,023",5/11/2018
6926,Ronnie Griffiths,Cheruharrison Auto,2277 Nissan GT-R Premium,"-29,585,722",4/8/2018
6927,Storm William,Mythicgarcia Dealership LTDA,2278 Mercedes-Benz S-Class Cabriolet,"-29,614,421",3/22/2018
6928,Aroush Knapp,Maxwell & Junior,2276 Porsche 911 2dr Cpe GT3 RS,"-29,643,120",6/7/2018
6929,Anwar Hoffman,"Legowart Kingorty, Ltd.",2278 Jeep Grand Cherokee Trackhawk,"-29,671,819",5/11/2018
6930,Ronnie Griffiths,Cheruharrison Auto,2278 Nissan GT-R Premium,"-29,700,518",4/8/2018
6931,Storm William,Mythicgarcia Dealership LTDA,2279 Mercedes-Benz S-Class Cabriolet,"-29,729,217",3/22/2018
6932,Aroush Knapp,Maxwell & Junior,2277 Porsche 911 2dr Cpe GT3 RS,"-29,757,915",6/7/2018
6933,Anwar Hoffman,"Legowart Kingorty, Ltd.",2279 Jeep Grand Cherokee Trackhawk,"-29,786,614",5/11/2018
6934,Ronnie Griffiths,Cheruharrison Auto,2279 Nissan GT-R Premium,"-29,815,313",4/8/2018
6935,Storm William,Mythicgarcia Dealership LTDA,2280 Mercedes-Benz S-Class Cabriolet,"-29,844,012",3/22/2018
6936,Aroush Knapp,Maxwell & Junior,2278 Porsche 911 2dr Cpe GT3 RS,"-29,872,711",6/7/2018
6937,Anwar Hoffman,"Legowart Kingorty, Ltd.",2280 Jeep Grand Cherokee Trackhawk,"-29,901,410",5/11/2018
6938,Ronnie Griffiths,Cheruharrison Auto,2280 Nissan GT-R Premium,"-29,930,109",4/8/2018
6939,Storm William,Mythicgarcia Dealership LTDA,2281 Mercedes-Benz S-Class Cabriolet,"-29,958,808",3/22/2018
6940,Aroush Knapp,Maxwell & Junior,2279 Porsche 911 2dr Cpe GT3 RS,"-29,987,507",6/7/2018
6941,Anwar Hoffman,"Legowart Kingorty, Ltd.",2281 Jeep Grand Cherokee Trackhawk,"-30,016,206",5/11/2018
6942,Ronnie Griffiths,Cheruharrison Auto,2281 Nissan GT-R Premium,"-30,044,904",4/8/2018
6943,Storm William,Mythicgarcia Dealership LTDA,2282 Mercedes-Benz S-Class Cabriolet,"-30,073,603",3/22/2018
6944,Aroush Knapp,Maxwell & Junior,2280 Porsche 911 2dr Cpe GT3 RS,"-30,102,302",6/7/2018
6945,Anwar Hoffman,"Legowart Kingorty, Ltd.",2282 Jeep Grand Cherokee Trackhawk,"-30,131,001",5/11/2018
6946,Ronnie Griffiths,Cheruharrison Auto,2282 Nissan GT-R Premium,"-30,159,700",4/8/2018
6947,Storm William,Mythicgarcia Dealership LTDA,2283 Mercedes-Benz S-Class Cabriolet,"-30,188,399",3/22/2018
6948,Aroush Knapp,Maxwell & Junior,2281 Porsche 911 2dr Cpe GT3 RS,"-30,217,098",6/7/2018
6949,Anwar Hoffman,"Legowart Kingorty, Ltd.",2283 Jeep Grand Cherokee Trackhawk,"-30,245,797",5/11/2018
6950,Ronnie Griffiths,Cheruharrison Auto,2283 Nissan GT-R Premium,"-30,274,496",4/8/2018
6951,Storm William,Mythicgarcia Dealership LTDA,2284 Mercedes-Benz S-Class Cabriolet,"-30,303,195",3/22/2018
6952,Aroush Knapp,Maxwell & Junior,2282 Porsche 911 2dr Cpe GT3 RS,"-30,331,893",6/7/2018
6953,Anwar Hoffman,"Legowart Kingorty, Ltd.",2284 Jeep Grand Cherokee Trackhawk,"-30,360,592",5/11/2018
6954,Ronnie Griffiths,Cheruharrison Auto,2284 Nissan GT-R Premium,"-30,389,291",4/8/2018
6955,Storm William,Mythicgarcia Dealership LTDA,2285 Mercedes-Benz S-Class Cabriolet,"-30,417,990",3/22/2018
6956,Aroush Knapp,Maxwell & Junior,2283 Porsche 911 2dr Cpe GT3 RS,"-30,446,689",6/7/2018
6957,Anwar Hoffman,"Legowart Kingorty, Ltd.",2285 Jeep Grand Cherokee Trackhawk,"-30,475,388",5/11/2018
6958,Ronnie Griffiths,Cheruharrison Auto,2285 Nissan GT-R Premium,"-30,504,087",4/8/2018
6959,Storm William,Mythicgarcia Dealership LTDA,2286 Mercedes-Benz S-Class Cabriolet,"-30,532,786",3/22/2018
6960,Aroush Knapp,Maxwell & Junior,2284 Porsche 911 2dr Cpe GT3 RS,"-30,561,485",6/7/2018
6961,Anwar Hoffman,"Legowart Kingorty, Ltd.",2286 Jeep Grand Cherokee Trackhawk,"-30,590,184",5/11/2018
6962,Ronnie Griffiths,Cheruharrison Auto,2286 Nissan GT-R Premium,"-30,618,882",4/8/2018
6963,Storm William,Mythicgarcia Dealership LTDA,2287 Mercedes-Benz S-Class Cabriolet,"-30,647,581",3/22/2018
6964,Aroush Knapp,Maxwell & Junior,2285 Porsche 911 2dr Cpe GT3 RS,"-30,676,280",6/7/2018
6965,Anwar Hoffman,"Legowart Kingorty, Ltd.",2287 Jeep Grand Cherokee Trackhawk,"-30,704,979",5/11/2018
6966,Ronnie Griffiths,Cheruharrison Auto,2287 Nissan GT-R Premium,"-30,733,678",4/8/2018
6967,Storm William,Mythicgarcia Dealership LTDA,2288 Mercedes-Benz S-Class Cabriolet,"-30,762,377",3/22/2018
6968,Aroush Knapp,Maxwell & Junior,2286 Porsche 911 2dr Cpe GT3 RS,"-30,791,076",6/7/2018
6969,Anwar Hoffman,"Legowart Kingorty, Ltd.",2288 Jeep Grand Cherokee Trackhawk,"-30,819,775",5/11/2018
6970,Ronnie Griffiths,Cheruharrison Auto,2288 Nissan GT-R Premium,"-30,848,474",4/8/2018
6971,Storm William,Mythicgarcia Dealership LTDA,2289 Mercedes-Benz S-Class Cabriolet,"-30,877,173",3/22/2018
6972,Aroush Knapp,Maxwell & Junior,2287 Porsche 911 2dr Cpe GT3 RS,"-30,905,871",6/7/2018
6973,Anwar Hoffman,"Legowart Kingorty, Ltd.",2289 Jeep Grand Cherokee Trackhawk,"-30,934,570",5/11/2018
6974,Ronnie Griffiths,Cheruharrison Auto,2289 Nissan GT-R Premium,"-30,963,269",4/8/2018
6975,Storm William,Mythicgarcia Dealership LTDA,2290 Mercedes-Benz S-Class Cabriolet,"-30,991,968",3/22/2018
6976,Aroush Knapp,Maxwell & Junior,2288 Porsche 911 2dr Cpe GT3 RS,"-31,020,667",6/7/2018
6977,Anwar Hoffman,"Legowart Kingorty, Ltd.",2290 Jeep Grand Cherokee Trackhawk,"-31,049,366",5/11/2018
6978,Ronnie Griffiths,Cheruharrison Auto,2290 Nissan GT-R Premium,"-31,078,065",4/8/2018
6979,Storm William,Mythicgarcia Dealership LTDA,2291 Mercedes-Benz S-Class Cabriolet,"-31,106,764",3/22/2018
6980,Aroush Knapp,Maxwell & Junior,2289 Porsche 911 2dr Cpe GT3 RS,"-31,135,463",6/7/2018
6981,Anwar Hoffman,"Legowart Kingorty, Ltd.",2291 Jeep Grand Cherokee Trackhawk,"-31,164,162",5/11/2018
6982,Ronnie Griffiths,Cheruharrison Auto,2291 Nissan GT-R Premium,"-31,192,860",4/8/2018
6983,Storm William,Mythicgarcia Dealership LTDA,2292 Mercedes-Benz S-Class Cabriolet,"-31,221,559",3/22/2018
6984,Aroush Knapp,Maxwell & Junior,2290 Porsche 911 2dr Cpe GT3 RS,"-31,250,258",6/7/2018
6985,Anwar Hoffman,"Legowart Kingorty, Ltd.",2292 Jeep Grand Cherokee Trackhawk,"-31,278,957",5/11/2018
6986,Ronnie Griffiths,Cheruharrison Auto,2292 Nissan GT-R Premium,"-31,307,656",4/8/2018
6987,Storm William,Mythicgarcia Dealership LTDA,2293 Mercedes-Benz S-Class Cabriolet,"-31,336,355",3/22/2018
6988,Aroush Knapp,Maxwell & Junior,2291 Porsche 911 2dr Cpe GT3 RS,"-31,365,054",6/7/2018
6989,Anwar Hoffman,"Legowart Kingorty, Ltd.",2293 Jeep Grand Cherokee Trackhawk,"-31,393,753",5/11/2018
6990,Ronnie Griffiths,Cheruharrison Auto,2293 Nissan GT-R Premium,"-31,422,452",4/8/2018
6991,Storm William,Mythicgarcia Dealership LTDA,2294 Mercedes-Benz S-Class Cabriolet,"-31,451,151",3/22/2018
6992,Aroush Knapp,Maxwell & Junior,2292 Porsche 911 2dr Cpe GT3 RS,"-31,479,849",6/7/2018
6993,Anwar Hoffman,"Legowart Kingorty, Ltd.",2294 Jeep Grand Cherokee Trackhawk,"-31,508,548",5/11/2018
6994,Ronnie Griffiths,Cheruharrison Auto,2294 Nissan GT-R Premium,"-31,537,247",4/8/2018
6995,Storm William,Mythicgarcia Dealership LTDA,2295 Mercedes-Benz S-Class Cabriolet,"-31,565,946",3/22/2018
6996,Aroush Knapp,Maxwell & Junior,2293 Porsche 911 2dr Cpe GT3 RS,"-31,594,645",6/7/2018
6997,Anwar Hoffman,"Legowart Kingorty, Ltd.",2295 Jeep Grand Cherokee Trackhawk,"-31,623,344",5/11/2018
6998,Ronnie Griffiths,Cheruharrison Auto,2295 Nissan GT-R Premium,"-31,652,043",4/8/2018
6999,Storm William,Mythicgarcia Dealership LTDA,2296 Mercedes-Benz S-Class Cabriolet,"-31,680,742",3/22/2018
7000,Aroush Knapp,Maxwell & Junior,2294 Porsche 911 2dr Cpe GT3 RS,"-31,709,441",6/7/2018
7001,Anwar Hoffman,"Legowart Kingorty, Ltd.",2296 Jeep Grand Cherokee Trackhawk,"-31,738,140",5/11/2018
7002,Ronnie Griffiths,Cheruharrison Auto,2296 Nissan GT-R Premium,"-31,766,838",4/8/2018
7003,Storm William,Mythicgarcia Dealership LTDA,2297 Mercedes-Benz S-Class Cabriolet,"-31,795,537",3/22/2018
7004,Aroush Knapp,Maxwell & Junior,2295 Porsche 911 2dr Cpe GT3 RS,"-31,824,236",6/7/2018
7005,Anwar Hoffman,"Legowart Kingorty, Ltd.",2297 Jeep Grand Cherokee Trackhawk,"-31,852,935",5/11/2018
7006,Ronnie Griffiths,Cheruharrison Auto,2297 Nissan GT-R Premium,"-31,881,634",4/8/2018
7007,Storm William,Mythicgarcia Dealership LTDA,2298 Mercedes-Benz S-Class Cabriolet,"-31,910,333",3/22/2018
7008,Aroush Knapp,Maxwell & Junior,2296 Porsche 911 2dr Cpe GT3 RS,"-31,939,032",6/7/2018
7009,Anwar Hoffman,"Legowart Kingorty, Ltd.",2298 Jeep Grand Cherokee Trackhawk,"-31,967,731",5/11/2018
7010,Ronnie Griffiths,Cheruharrison Auto,2298 Nissan GT-R Premium,"-31,996,430",4/8/2018
7011,Storm William,Mythicgarcia Dealership LTDA,2299 Mercedes-Benz S-Class Cabriolet,"-32,025,129",3/22/2018
7012,Aroush Knapp,Maxwell & Junior,2297 Porsche 911 2dr Cpe GT3 RS,"-32,053,827",6/7/2018
7013,Anwar Hoffman,"Legowart Kingorty, Ltd.",2299 Jeep Grand Cherokee Trackhawk,"-32,082,526",5/11/2018
7014,Ronnie Griffiths,Cheruharrison Auto,2299 Nissan GT-R Premium,"-32,111,225",4/8/2018
7015,Storm William,Mythicgarcia Dealership LTDA,2300 Mercedes-Benz S-Class Cabriolet,"-32,139,924",3/22/2018
7016,Aroush Knapp,Maxwell & Junior,2298 Porsche 911 2dr Cpe GT3 RS,"-32,168,623",6/7/2018
7017,Anwar Hoffman,"Legowart Kingorty, Ltd.",2300 Jeep Grand Cherokee Trackhawk,"-32,197,322",5/11/2018
7018,Ronnie Griffiths,Cheruharrison Auto,2300 Nissan GT-R Premium,"-32,226,021",4/8/2018
7019,Storm William,Mythicgarcia Dealership LTDA,2301 Mercedes-Benz S-Class Cabriolet,"-32,254,720",3/22/2018
7020,Aroush Knapp,Maxwell & Junior,2299 Porsche 911 2dr Cpe GT3 RS,"-32,283,419",6/7/2018
7021,Anwar Hoffman,"Legowart Kingorty, Ltd.",2301 Jeep Grand Cherokee Trackhawk,"-32,312,118",5/11/2018
7022,Ronnie Griffiths,Cheruharrison Auto,2301 Nissan GT-R Premium,"-32,340,816",4/8/2018
7023,Storm William,Mythicgarcia Dealership LTDA,2302 Mercedes-Benz S-Class Cabriolet,"-32,369,515",3/22/2018
7024,Aroush Knapp,Maxwell & Junior,2300 Porsche 911 2dr Cpe GT3 RS,"-32,398,214",6/7/2018
7025,Anwar Hoffman,"Legowart Kingorty, Ltd.",2302 Jeep Grand Cherokee Trackhawk,"-32,426,913",5/11/2018
7026,Ronnie Griffiths,Cheruharrison Auto,2302 Nissan GT-R Premium,"-32,455,612",4/8/2018
7027,Storm William,Mythicgarcia Dealership LTDA,2303 Mercedes-Benz S-Class Cabriolet,"-32,484,311",3/22/2018
7028,Aroush Knapp,Maxwell & Junior,2301 Porsche 911 2dr Cpe GT3 RS,"-32,513,010",6/7/2018
7029,Anwar Hoffman,"Legowart Kingorty, Ltd.",2303 Jeep Grand Cherokee Trackhawk,"-32,541,709",5/11/2018
7030,Ronnie Griffiths,Cheruharrison Auto,2303 Nissan GT-R Premium,"-32,570,408",4/8/2018
7031,Storm William,Mythicgarcia Dealership LTDA,2304 Mercedes-Benz S-Class Cabriolet,"-32,599,107",3/22/2018
7032,Aroush Knapp,Maxwell & Junior,2302 Porsche 911 2dr Cpe GT3 RS,"-32,627,805",6/7/2018
7033,Anwar Hoffman,"Legowart Kingorty, Ltd.",2304 Jeep Grand Cherokee Trackhawk,"-32,656,504",5/11/2018
7034,Ronnie Griffiths,Cheruharrison Auto,2304 Nissan GT-R Premium,"-32,685,203",4/8/2018
7035,Storm William,Mythicgarcia Dealership LTDA,2305 Mercedes-Benz S-Class Cabriolet,"-32,713,902",3/22/2018
7036,Aroush Knapp,Maxwell & Junior,2303 Porsche 911 2dr Cpe GT3 RS,"-32,742,601",6/7/2018
7037,Anwar Hoffman,"Legowart Kingorty, Ltd.",2305 Jeep Grand Cherokee Trackhawk,"-32,771,300",5/11/2018
7038,Ronnie Griffiths,Cheruharrison Auto,2305 Nissan GT-R Premium,"-32,799,999",4/8/2018
7039,Storm William,Mythicgarcia Dealership LTDA,2306 Mercedes-Benz S-Class Cabriolet,"-32,828,698",3/22/2018
7040,Aroush Knapp,Maxwell & Junior,2304 Porsche 911 2dr Cpe GT3 RS,"-32,857,397",6/7/2018
7041,Anwar Hoffman,"Legowart Kingorty, Ltd.",2306 Jeep Grand Cherokee Trackhawk,"-32,886,096",5/11/2018
7042,Ronnie Griffiths,Cheruharrison Auto,2306 Nissan GT-R Premium,"-32,914,794",4/8/2018
7043,Storm William,Mythicgarcia Dealership LTDA,2307 Mercedes-Benz S-Class Cabriolet,"-32,943,493",3/22/2018
7044,Aroush Knapp,Maxwell & Junior,2305 Porsche 911 2dr Cpe GT3 RS,"-32,972,192",6/7/2018
7045,Anwar Hoffman,"Legowart Kingorty, Ltd.",2307 Jeep Grand Cherokee Trackhawk,"-33,000,891",5/11/2018
7046,Ronnie Griffiths,Cheruharrison Auto,2307 Nissan GT-R Premium,"-33,029,590",4/8/2018
7047,Storm William,Mythicgarcia Dealership LTDA,2308 Mercedes-Benz S-Class Cabriolet,"-33,058,289",3/22/2018
7048,Aroush Knapp,Maxwell & Junior,2306 Porsche 911 2dr Cpe GT3 RS,"-33,086,988",6/7/2018
7049,Anwar Hoffman,"Legowart Kingorty, Ltd.",2308 Jeep Grand Cherokee Trackhawk,"-33,115,687",5/11/2018
7050,Ronnie Griffiths,Cheruharrison Auto,2308 Nissan GT-R Premium,"-33,144,386",4/8/2018
7051,Storm William,Mythicgarcia Dealership LTDA,2309 Mercedes-Benz S-Class Cabriolet,"-33,173,085",3/22/2018
7052,Aroush Knapp,Maxwell & Junior,2307 Porsche 911 2dr Cpe GT3 RS,"-33,201,783",6/7/2018
7053,Anwar Hoffman,"Legowart Kingorty, Ltd.",2309 Jeep Grand Cherokee Trackhawk,"-33,230,482",5/11/2018
7054,Ronnie Griffiths,Cheruharrison Auto,2309 Nissan GT-R Premium,"-33,259,181",4/8/2018
7055,Storm William,Mythicgarcia Dealership LTDA,2310 Mercedes-Benz S-Class Cabriolet,"-33,287,880",3/22/2018
7056,Aroush Knapp,Maxwell & Junior,2308 Porsche 911 2dr Cpe GT3 RS,"-33,316,579",6/7/2018
7057,Anwar Hoffman,"Legowart Kingorty, Ltd.",2310 Jeep Grand Cherokee Trackhawk,"-33,345,278",5/11/2018
7058,Ronnie Griffiths,Cheruharrison Auto,2310 Nissan GT-R Premium,"-33,373,977",4/8/2018
7059,Storm William,Mythicgarcia Dealership LTDA,2311 Mercedes-Benz S-Class Cabriolet,"-33,402,676",3/22/2018
7060,Aroush Knapp,Maxwell & Junior,2309 Porsche 911 2dr Cpe GT3 RS,"-33,431,375",6/7/2018
7061,Anwar Hoffman,"Legowart Kingorty, Ltd.",2311 Jeep Grand Cherokee Trackhawk,"-33,460,074",5/11/2018
7062,Ronnie Griffiths,Cheruharrison Auto,2311 Nissan GT-R Premium,"-33,488,772",4/8/2018
7063,Storm William,Mythicgarcia Dealership LTDA,2312 Mercedes-Benz S-Class Cabriolet,"-33,517,471",3/22/2018
7064,Aroush Knapp,Maxwell & Junior,2310 Porsche 911 2dr Cpe GT3 RS,"-33,546,170",6/7/2018
7065,Anwar Hoffman,"Legowart Kingorty, Ltd.",2312 Jeep Grand Cherokee Trackhawk,"-33,574,869",5/11/2018
7066,Ronnie Griffiths,Cheruharrison Auto,2312 Nissan GT-R Premium,"-33,603,568",4/8/2018
7067,Storm William,Mythicgarcia Dealership LTDA,2313 Mercedes-Benz S-Class Cabriolet,"-33,632,267",3/22/2018
7068,Aroush Knapp,Maxwell & Junior,2311 Porsche 911 2dr Cpe GT3 RS,"-33,660,966",6/7/2018
7069,Anwar Hoffman,"Legowart Kingorty, Ltd.",2313 Jeep Grand Cherokee Trackhawk,"-33,689,665",5/11/2018
7070,Ronnie Griffiths,Cheruharrison Auto,2313 Nissan GT-R Premium,"-33,718,364",4/8/2018
7071,Storm William,Mythicgarcia Dealership LTDA,2314 Mercedes-Benz S-Class Cabriolet,"-33,747,063",3/22/2018
7072,Aroush Knapp,Maxwell & Junior,2312 Porsche 911 2dr Cpe GT3 RS,"-33,775,761",6/7/2018
7073,Anwar Hoffman,"Legowart Kingorty, Ltd.",2314 Jeep Grand Cherokee Trackhawk,"-33,804,460",5/11/2018
7074,Ronnie Griffiths,Cheruharrison Auto,2314 Nissan GT-R Premium,"-33,833,159",4/8/2018
7075,Storm William,Mythicgarcia Dealership LTDA,2315 Mercedes-Benz S-Class Cabriolet,"-33,861,858",3/22/2018
7076,Aroush Knapp,Maxwell & Junior,2313 Porsche 911 2dr Cpe GT3 RS,"-33,890,557",6/7/2018
7077,Anwar Hoffman,"Legowart Kingorty, Ltd.",2315 Jeep Grand Cherokee Trackhawk,"-33,919,256",5/11/2018
7078,Ronnie Griffiths,Cheruharrison Auto,2315 Nissan GT-R Premium,"-33,947,955",4/8/2018
7079,Storm William,Mythicgarcia Dealership LTDA,2316 Mercedes-Benz S-Class Cabriolet,"-33,976,654",3/22/2018
7080,Aroush Knapp,Maxwell & Junior,2314 Porsche 911 2dr Cpe GT3 RS,"-34,005,353",6/7/2018
7081,Anwar Hoffman,"Legowart Kingorty, Ltd.",2316 Jeep Grand Cherokee Trackhawk,"-34,034,052",5/11/2018
7082,Ronnie Griffiths,Cheruharrison Auto,2316 Nissan GT-R Premium,"-34,062,750",4/8/2018
7083,Storm William,Mythicgarcia Dealership LTDA,2317 Mercedes-Benz S-Class Cabriolet,"-34,091,449",3/22/2018
7084,Aroush Knapp,Maxwell & Junior,2315 Porsche 911 2dr Cpe GT3 RS,"-34,120,148",6/7/2018
7085,Anwar Hoffman,"Legowart Kingorty, Ltd.",2317 Jeep Grand Cherokee Trackhawk,"-34,148,847",5/11/2018
7086,Ronnie Griffiths,Cheruharrison Auto,2317 Nissan GT-R Premium,"-34,177,546",4/8/2018
7087,Storm William,Mythicgarcia Dealership LTDA,2318 Mercedes-Benz S-Class Cabriolet,"-34,206,245",3/22/2018
7088,Aroush Knapp,Maxwell & Junior,2316 Porsche 911 2dr Cpe GT3 RS,"-34,234,944",6/7/2018
7089,Anwar Hoffman,"Legowart Kingorty, Ltd.",2318 Jeep Grand Cherokee Trackhawk,"-34,263,643",5/11/2018
7090,Ronnie Griffiths,Cheruharrison Auto,2318 Nissan GT-R Premium,"-34,292,342",4/8/2018
7091,Storm William,Mythicgarcia Dealership LTDA,2319 Mercedes-Benz S-Class Cabriolet,"-34,321,041",3/22/2018
7092,Aroush Knapp,Maxwell & Junior,2317 Porsche 911 2dr Cpe GT3 RS,"-34,349,739",6/7/2018
7093,Anwar Hoffman,"Legowart Kingorty, Ltd.",2319 Jeep Grand Cherokee Trackhawk,"-34,378,438",5/11/2018
7094,Ronnie Griffiths,Cheruharrison Auto,2319 Nissan GT-R Premium,"-34,407,137",4/8/2018
7095,Storm William,Mythicgarcia Dealership LTDA,2320 Mercedes-Benz S-Class Cabriolet,"-34,435,836",3/22/2018
7096,Aroush Knapp,Maxwell & Junior,2318 Porsche 911 2dr Cpe GT3 RS,"-34,464,535",6/7/2018
7097,Anwar Hoffman,"Legowart Kingorty, Ltd.",2320 Jeep Grand Cherokee Trackhawk,"-34,493,234",5/11/2018
7098,Ronnie Griffiths,Cheruharrison Auto,2320 Nissan GT-R Premium,"-34,521,933",4/8/2018
7099,Storm William,Mythicgarcia Dealership LTDA,2321 Mercedes-Benz S-Class Cabriolet,"-34,550,632",3/22/2018
7100,Aroush Knapp,Maxwell & Junior,2319 Porsche 911 2dr Cpe GT3 RS,"-34,579,331",6/7/2018
7101,Anwar Hoffman,"Legowart Kingorty, Ltd.",2321 Jeep Grand Cherokee Trackhawk,"-34,608,030",5/11/2018
7102,Ronnie Griffiths,Cheruharrison Auto,2321 Nissan GT-R Premium,"-34,636,728",4/8/2018
7103,Storm William,Mythicgarcia Dealership LTDA,2322 Mercedes-Benz S-Class Cabriolet,"-34,665,427",3/22/2018
7104,Aroush Knapp,Maxwell & Junior,2320 Porsche 911 2dr Cpe GT3 RS,"-34,694,126",6/7/2018
7105,Anwar Hoffman,"Legowart Kingorty, Ltd.",2322 Jeep Grand Cherokee Trackhawk,"-34,722,825",5/11/2018
7106,Ronnie Griffiths,Cheruharrison Auto,2322 Nissan GT-R Premium,"-34,751,524",4/8/2018
7107,Storm William,Mythicgarcia Dealership LTDA,2323 Mercedes-Benz S-Class Cabriolet,"-34,780,223",3/22/2018
7108,Aroush Knapp,Maxwell & Junior,2321 Porsche 911 2dr Cpe GT3 RS,"-34,808,922",6/7/2018
7109,Anwar Hoffman,"Legowart Kingorty, Ltd.",2323 Jeep Grand Cherokee Trackhawk,"-34,837,621",5/11/2018
7110,Ronnie Griffiths,Cheruharrison Auto,2323 Nissan GT-R Premium,"-34,866,320",4/8/2018
7111,Storm William,Mythicgarcia Dealership LTDA,2324 Mercedes-Benz S-Class Cabriolet,"-34,895,019",3/22/2018
7112,Aroush Knapp,Maxwell & Junior,2322 Porsche 911 2dr Cpe GT3 RS,"-34,923,717",6/7/2018
7113,Anwar Hoffman,"Legowart Kingorty, Ltd.",2324 Jeep Grand Cherokee Trackhawk,"-34,952,416",5/11/2018
7114,Ronnie Griffiths,Cheruharrison Auto,2324 Nissan GT-R Premium,"-34,981,115",4/8/2018
7115,Storm William,Mythicgarcia Dealership LTDA,2325 Mercedes-Benz S-Class Cabriolet,"-35,009,814",3/22/2018
7116,Aroush Knapp,Maxwell & Junior,2323 Porsche 911 2dr Cpe GT3 RS,"-35,038,513",6/7/2018
7117,Anwar Hoffman,"Legowart Kingorty, Ltd.",2325 Jeep Grand Cherokee Trackhawk,"-35,067,212",5/11/2018
7118,Ronnie Griffiths,Cheruharrison Auto,2325 Nissan GT-R Premium,"-35,095,911",4/8/2018
7119,Storm William,Mythicgarcia Dealership LTDA,2326 Mercedes-Benz S-Class Cabriolet,"-35,124,610",3/22/2018
7120,Aroush Knapp,Maxwell & Junior,2324 Porsche 911 2dr Cpe GT3 RS,"-35,153,309",6/7/2018
7121,Anwar Hoffman,"Legowart Kingorty, Ltd.",2326 Jeep Grand Cherokee Trackhawk,"-35,182,008",5/11/2018
7122,Ronnie Griffiths,Cheruharrison Auto,2326 Nissan GT-R Premium,"-35,210,706",4/8/2018
7123,Storm William,Mythicgarcia Dealership LTDA,2327 Mercedes-Benz S-Class Cabriolet,"-35,239,405",3/22/2018
7124,Aroush Knapp,Maxwell & Junior,2325 Porsche 911 2dr Cpe GT3 RS,"-35,268,104",6/7/2018
7125,Anwar Hoffman,"Legowart Kingorty, Ltd.",2327 Jeep Grand Cherokee Trackhawk,"-35,296,803",5/11/2018
7126,Ronnie Griffiths,Cheruharrison Auto,2327 Nissan GT-R Premium,"-35,325,502",4/8/2018
7127,Storm William,Mythicgarcia Dealership LTDA,2328 Mercedes-Benz S-Class Cabriolet,"-35,354,201",3/22/2018
